interaction_id,source_id,ReportedCommonName,ReportedScientificName,method,ScientificName,taxon_authority,taxon_rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,life-stage
int_843,Navarrete-Ozuna 2011,n/a,Neuroptera O. Neuropteros,,Neuroptera,ITIS,order,Animalia,Arthropoda,Insecta,Neuroptera,x,x,x,larva
int_844,Navarrete-Ozuna 2011,n/a,Acari Oribatida,,Oribatida,ITIS,suborder,Animalia,Arthropoda,Euchelicerata,Sarcoptiformes,x,x,x,
int_317,Navarrete-Ozuna 2011,Grasshopper,Ortoptera O. Ortoptero,,Orthoptera,ITIS,order,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,
int_845,Navarrete-Ozuna 2011,n/a,Passiflora spp. ,,Passiflora,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,x,
int_846,Navarrete-Ozuna 2011,n/a,P. flavus,,Perognathus flavus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,
int_225,Navarrete-Ozuna 2011,Deer mouse,Peromyscus sp. ,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,
int_433,Navarrete-Ozuna 2011,Mexican deer mouse,M. mexicanus ,,Peromyscus mexicanus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus mexicanus,
int_847,Navarrete-Ozuna 2011,n/a,Diptera Fam. Phoridae,,Phoridae,ITIS,family,Animalia,Arthropoda,Insecta,Diptera,Phoridae,x,x,
int_848,Navarrete-Ozuna 2011,n/a,Physalis sp. ,,Physalis,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,x,
int_849,Navarrete-Ozuna 2011,n/a,Semillas spp. ,,Plantae,ITIS,kingdom,x,x,x,x,x,x,x,seed
int_850,Navarrete-Ozuna 2011,n/a,Poales Gram. ,,Poales,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,x,x,
int_851,Navarrete-Ozuna 2011,n/a,Rosales P. capuli,,Prunus serotina,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serotina,
int_529,Navarrete-Ozuna 2011,Pseudoscorpion,Pseudoscorpiones O. Seudoescropion ,,Pseudoscorpiones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Pseudoscorpiones,x,x,x,
int_475,Navarrete-Ozuna 2011,Oak,Quercus sp. ,,Quercus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,x,
int_569,Navarrete-Ozuna 2011,Scarab beetle,Coleoptera Fam. Scarabaeidae,,Scarabaeidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,x,x,
int_623,Navarrete-Ozuna 2011,Southern bunchgrass lizard,Sceloporus aeneus,,Sceloporus aeneus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus aeneus,
int_434,Navarrete-Ozuna 2011,Mexican gray squirrel,Rodentia S. aurogaster,,Scurius aureogaster,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Scurius,Scurius aureogaster,
int_852,Navarrete-Ozuna 2011,n/a,Sigmodon sp. ,,Sigmodon,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,x,
int_344,Navarrete-Ozuna 2011,Ground squirrel,Spermophilus sp. ,,Spermophilus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,x,
int_558,Navarrete-Ozuna 2011,Rove beetle,Coleoptera Fam Staphylinidae ,,Staphylinidae ,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae ,x,x,
int_624,Navarrete-Ozuna 2011,n/a,Storeria storerioides,,Storeria storerioides,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,Storeria storerioides,
int_416,Navarrete-Ozuna 2011,Long-horned grasshoppers,Orthoptera Fam. Tettigoniidae,,Tettigoniidae,ITIS,family,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,x,x,
int_854,Navarrete-Ozuna 2011,n/a,Poales Z. mays,,Zea mays,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,
int_429,Roadman 2014,Maple,Maple,,Acer,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,x,seeds
int_581,Roadman 2014,Shadbush,Serviceberry,,Amelanchier,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,x,
int_427,Roadman 2014,Manzanita,Manzanita,,Arctostaphylos,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,x,
int_073,Roadman 2014,Bird,n/a,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_318,Roadman 2014,Grasshopper,n/a,,Caelifera,ITIS,suborder,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,
int_295,Roadman 2014,Golden-mantled Ground Squirrel,n/a,,Callospermophilus lateralis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis,
int_296,Roadman 2014,Golden-mantled Ground Squirrel,n/a,,Callospermophilus lateralis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis,
int_459,Roadman 2014,Netleaf hacberry,Net-leaf Hackleberry,,Celtis reticulata,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis reticulata,
int_417,Roadman 2014,Long-tailed pocket mouse,Long-tailed Pocket Mouse,,Chaetodipus formosus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromydae,Chaetodipus,Chaetodipus formosus,
int_051,Roadman 2014,Beetle,n/a,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,
int_855,Roadman 2014,Canvas,n/a,,Fiber,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_856,Roadman 2014,Fabric,n/a,,Fiber,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_553,Roadman 2014,Rope,rope,,Fiber,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_857,Roadman 2014,Aluminum Foil,n/a,,Foil,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_513,Roadman 2014,Pocket gopher,Pocket Gophers,,Geomyidae,ITIS,family,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,x,x,
int_206,Roadman 2014,Cricket,n/a,,Grylloidea,ITIS,superfamily,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,
int_638,Roadman 2014,Sunflower,n/a,,Helianthus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,x,seed casing
int_385,Roadman 2014,Insect,Insect,,Insecta,ITIS,class,Animalia,Arthropoda,Insecta,x,x,x,x,
int_021,Roadman 2014,Apple,n/a,,Malus pumila,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus pumila,
int_858,Roadman 2014,voles,n/a,,Myomorpha,ITIS,suborder,Animalia,Chordata,Mammalia,Rodentia,x,x,x,
int_211,Roadman 2014,Damselfly,Damselfly,,Odonata,ITIS,order,Animalia,Arthropoda,Insecta,Odonata,x,x,x,
int_859,Roadman 2014,Dragonfly,n/a,,Odonata,ITIS,order,Animalia,Arthropoda,Insecta,Odonata,x,x,x,
int_521,Roadman 2014,Pricklypear,Prickly Pear,,Opuntia,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,x,
int_486,Roadman 2014,Paper,n/a,,Paper,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_226,Roadman 2014,Deer mouse,deer mouse,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,
int_142,Roadman 2014,Canyon Mouse,Canyon Mouse,,Peromyscus crinitus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus crinitus,
int_860,Roadman 2014,candy wrappers,n/a,,Plastic,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_509,Roadman 2014,Plastic,Plastic,,Plastic,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_861,Roadman 2014,reptile,n/a,,Reptilia,ITIS,class,Animalia,Chordata,Reptilia,x,x,x,x,
int_862,Roadman 2014,n/a,Ribes sp.,,Ribes,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,x,
int_863,Roadman 2014,mice,n/a,,Rodentia,ITIS,order,Animalia,Chordata,Mammalia,Rodentia,x,x,x,
int_588,Roadman 2014,Shrews,Sorex sp.,,Sorex,ITIS,genus,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,x,
int_465,Roadman 2014,Northern ,American Water Shrew,,Sorex palustris,ITIS,species,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex palustris,
int_230,Roadman 2014,Desert Cottontail,Desert Cottontail,,Sylvilagus audubonii,ITIS,species,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,
int_163,Roadman 2014,Cliff Chipmunk,n/a,,Tamias dorsalis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Scuridae,Tamias,Tamias dorsalis,
int_407,Roadman 2014,Least chipmunk,n/a,,Tamias minimus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Scuridae,Tamias,Tamias minimus,
int_661,Roadman 2014,Uinta Chipmunk,Uinta Chipmunk,,Tamias umbrinus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Scuridae,Tamias,Tamias umbrinus,
int_023,Rodríguez-Estrella et al. 2000,Arachnid,Arachnida,,Arachnida,ITIS,subclass,Animalia,Arthropoda,Euchelicerata,x,x,x,x,
int_166,Rodríguez-Estrella et al. 2000,Cockroach,Isoptera,,Blattodea,ITIS,order,Animalia,Arthropoda,Insecta,Isoptera,x,x,x,
int_059,Rodríguez-Estrella et al. 2000,Bersera,Bursera spp.,,Bursera,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bersera,x,
int_060,Rodríguez-Estrella et al. 2000,Bersera,Burceraceae,,Burseraceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,x,x,
int_123,Rodríguez-Estrella et al. 2000,Cactus,Cactaceae,,Cactacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactacea,x,x,
int_686,Rodríguez-Estrella et al. 2000,Zebra-tailed lizard,n/a,,Callisaurus draconoides,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Callisarus,Callisaurus draconoides,
int_130,Rodríguez-Estrella et al. 2000,Cactus wren,Campylorhynchus brunneicapillus,,Campylorhynchus brunneicapillus,ITIS,species,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus brunneicapillus,
int_368,Rodríguez-Estrella et al. 2000,Hornbeam,Carpinus capra,,Carpinus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Carpinus,x,
int_414,Rodríguez-Estrella et al. 2000,Long-horned beetle,Cerambycidae,,Cerambycidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,x,x,
int_626,Rodríguez-Estrella et al. 2000,Spiny pocket mouse,Chaetodipus spinatus,,Chaetodipus spinatus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromydae,Chaetodipus,Chaetodipus spinatus,
int_682,Rodríguez-Estrella et al. 2000,Variable sandsnake,Chylomeniscus cinctus,,Chilomeniscus stramineus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,Chilomeniscus stramineus,
int_158,Rodríguez-Estrella et al. 2000,Centipede,Chilopoda,,Chilopoda,ITIS,class,Animalia,Arthropoda,Chilopoda,x,x,x,x,
int_683,Rodríguez-Estrella et al. 2000,Whiptail,Cnemidophorus spp.,,Cnemidophorus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,x,
int_052,Rodríguez-Estrella et al. 2000,Beetle,Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,
int_258,Rodríguez-Estrella et al. 2000,Earwig,Dermaptera,,Dermaptera,ITIS,order,Animalia,Arthropoda,Insecta,Dermaptera,x,x,x,
int_562,Rodríguez-Estrella et al. 2000,San Jose Island kangaroo rat,Dipodomys insularis,,Dipodomys merriami insularis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami insularis,
int_660,Rodríguez-Estrella et al. 2000,Desert Iguana,Dipsosaurus dorsalis,,Dipsosaurus dorsalis,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Diposaurus,Dipsosaurus dorsalis,
int_490,Rodríguez-Estrella et al. 2000,Pea,Leguminosae,,Fabaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,x,x,
int_657,Rodríguez-Estrella et al. 2000,True bug,Hemiptera,,Hemiptera,ITIS,order,Animalia,Arthropoda,Insecta,Hemiptera,x,x,x,
int_673,Rodríguez-Estrella et al. 2000,Wasp,Hymenoptera,,Hymenoptera,ITIS,order,Animalia,Arthropoda,Insecta,Hymenoptera,x,x,x,
int_665,Rodríguez-Estrella et al. 2000,Night snake,Hypsiglena torquata,,Hypsiglena torquata,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,
int_449,Rodríguez-Estrella et al. 2000,Morningglory,Ipomoea sp.,,Ipomoea,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvuceae,Ipomoea,x,
int_115,Rodríguez-Estrella et al. 2000,Butterfly,Lepidoptera,,Lepidoptera,ITIS,order,Animalia,Arthropoda,Insecta,Lepidoptera,x,x,x,
int_247,Rodríguez-Estrella et al. 2000,Desert-thorn,Lycium spp.,,Lycium,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,x,
int_421,Rodríguez-Estrella et al. 2000,Mallow,Malvaceae,,Malvaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Mavales,Malvaceae,x,x,
int_268,Rodríguez-Estrella et al. 2000,European mantis,Mantis religiosa,,Mantis religiosa,ITIS,species,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Mantis,Mantis religiosa,
int_458,Rodríguez-Estrella et al. 2000,Myrapod,Miriapoda,,Myriapoda,ITIS,subphylum,Animalia,Arthropoda,x,x,x,x,x,
int_245,Rodríguez-Estrella et al. 2000,Desert woodrat,Neotoma lepida,,Neotoma lepida,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricitidae,Neotoma,Neotoma lepida,
int_864,Rodríguez-Estrella et al. 2000,n/a,Odocoileus hemionus,,Odocoileus hemionus,ITIS,species,Animalia,Chordata,Mammalia,Artiodactyla ,Cervidae,Odocoileus,Odocoileus hemionus,
int_865,Rodríguez-Estrella et al. 2000,n/a,Olneya tesota,,Olneya tesota,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Olneya,Olneya tesota,
int_319,Rodríguez-Estrella et al. 2000,Grasshopper,Orthoptera,,Orthoptera,ITIS,order,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,
int_127,Rodríguez-Estrella et al. 2000,Cactus mouse,Peromyscus eremicus,,Peromyscus eremicus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,
int_866,Rodríguez-Estrella et al. 2000,n/a,Phaulothamnus spinescens,,Phaulothamnus spinescens,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Phaulothamnus,Phaulothamnus spinescens,
int_664,Rodríguez-Estrella et al. 2000,Leaf-toed gecko,Phyllodactylus nocticolus,,Phyllodactylus nocticolus,ITIS,species,Animalia,Tracheophyta,Reptilia,Squamata,Phyllodactylidae,Phyllodactylus,Phyllodactylus nocticolus,
int_517,Rodríguez-Estrella et al. 2000,Pokeweed,Phytolaccaceae,,Phytolaccaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,x,x,
int_633,Rodríguez-Estrella et al. 2000,Common chuckwalla,Sauromalus ater,,Sauromalus ater,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,Sauromalus ater,
int_572,Rodríguez-Estrella et al. 2000,Scarabs,Scarabaidae,,Scarabaidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,x,x,
int_681,Rodríguez-Estrella et al. 2000,Spiny lizard,Sceloporus spp.,,Sceloporus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,x,
int_867,Rodríguez-Estrella et al. 2000,n/a,Scorpionoidea,,Scorpionidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Scorpiones,Scorpionidae,x,x,
int_868,Rodríguez-Estrella et al. 2000,n/a,Solanum hindsianum,,Solanum hindsianum,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum hindsianum,
int_869,Rodríguez-Estrella et al. 2000,n/a,Solifugae,,Solifugae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Solifugae,x,x,x,
int_870,Rodríguez-Estrella et al. 2000,n/a,Stenocereus thurberi,,Stenocereus thurberi,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Caryophyllales,Cactaceae,Stenocereus,Stenocereus gummosus,
int_216,Rodríguez-Estrella et al. 2000,Darkling beetle,Tenebrionidae,,Tenebrionidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,x,x,
int_666,Rodríguez-Estrella et al. 2000,Small-scaled lizard,Urosaurus microscutatus,,Urosaurus nigricaudus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Urosaurus,Urosaurus nigricaudus,
int_659,Rodríguez-Estrella et al. 2000,Common side-blotched lizard,Uta stansburiana,,Uta stansburiana,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Uta,Uta stansburiana,
int_618,Sanchez 2016,Spider,Aranae,,Aranae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Araeneae,x,x,x,
int_701,Sanchez 2016,Whiptail,Aspidocelis spp.,,Aspidocelis,EOL,genus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,x,
int_871,Sanchez 2016,n/a,cascaron,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_872,Sanchez 2016,n/a,Pluma,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_167,Sanchez 2016,Cockroach,Blattodea,,Blattodea,ITIS,order,Animalia,Arthropoda,Insecta,Blattodea,x,x,x,
int_884,Sanchez 2016,n/a,escarna?,,Bone,ITIS,phylum,Animalia,Chordata,x,x,x,x,x,
int_636,Sanchez 2016,Strongbark,Bourreria sonorae,,Bourreria sonorae,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Bourreriea,Bourreria sonorae,
int_250,Sanchez 2016,Domestic goat,Capra hircus,,Capra hircus,ITIS,species,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,
int_037,Sanchez 2016,Baja calfornia crucifixion thorn,Castela peninsularis,,Castela peninsularis,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Castela,Castela peninsularis,
int_627,Sanchez 2016,Spiny pocket mouse,Chaetodipus spinatus,,Chaetodipus spinatus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromydae,Chaetodipus,Chaetodipus spinatus,
int_700,Sanchez 2016,Variable sandsnake,Chilomeniscus punctatissmus,,Chilomeniscus stramineus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,Chilomeniscus stramineus,
int_053,Sanchez 2016,Beetle,Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,
int_696,Sanchez 2016,Racer,Masticophis spp.,,Coluber,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,x,
int_695,Sanchez 2016,Desert Iguana,Dipsosaurus dorsalis,,Dipsosaurus dorsalis,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Diposaurus,Dipsosaurus dorsalis,
int_099,Sanchez 2016,Brittlebush,Encelia farinosa,,Encelia farinosa,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,Encelia farinosa,
int_547,Sanchez 2016,Rock fig,Ficus palmeri,,Ficus palmeri,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus palmeri,
int_003,Sanchez 2016,Papel alumino,n/a,,Foil,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_674,Sanchez 2016,Wasp,Hymenoptera,,Hymenoptera,ITIS,order,Animalia,Arthropoda,Insecta,Hymenoptera,x,x,x,
int_109,Sanchez 2016,Bushmint,Hyptis sp.,,Hyptis,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,x,
int_116,Sanchez 2016,Butterfly,Lepidoptero,,Lepidoptera,ITIS,order,Animalia,Arthropoda,Insecta,Lepidoptera,x,x,x,
int_083,Sanchez 2016,Black jack rabbit,Lepus insularis,,Lepus insularis,ITIS,species,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus insularis,
int_484,Sanchez 2016,Palo blanco,Lysiloma candida,,Lysiloma candida,EOL,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lysiloma,Lysiloma candida,
int_643,Sanchez 2016,Teabush,Melochia tomentosa,,Melochia tomentosa,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Mavales,Mavaceae,Melochia,Melochia tomentosa,
int_104,Sanchez 2016,Bryant's woodrat,Neotoma bryanti,,Neotoma bryanti,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricitidae,Neotoma,Neotoma bryanti,
int_873,Sanchez 2016,n/a,Odonata,,Odonata,ITIS,order,Animalia,Arthropoda,Insecta,Odonata,x,x,x,
int_874,Sanchez 2016,n/a,Olneya teosota,,Olneya tesota,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Olneya,Olneya tesota,
int_320,Sanchez 2016,Grasshopper,Orthoptera,,Orthoptera,ITIS,order,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,
int_875,Sanchez 2016,n/a,Lophocereus spp.,,Pachycereus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,x,
int_876,Sanchez 2016,n/a,Pachycereus pringlei,,Pachycereus pringlei,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,Pachycereus pringlei,
int_487,Sanchez 2016,Paper,n/a,,Paper,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_128,Sanchez 2016,Cactus mouse,Peromyscus eremicus,,Peromyscus eremicus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,
int_877,Sanchez 2016,n/a,Vegetal aloctono,,Plantae,ITIS,kingdom,Plantae,x,x,x,x,x,x,fruit
int_510,Sanchez 2016,Plastic,Plastico,,Plastic,not recognized,human-influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,Human-Influenced,
int_308,Sanchez 2016,Grass,Poacea,,Poacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,x,x,
int_667,Sanchez 2016,Velvet mesquite,Prosopis articulata,,Prosopis velutina,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis velutina,
int_689,Sanchez 2016,Common chuckwalla,Sauromalus ater,,Sauromalus ater,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,Sauromalus ater,
int_698,Sanchez 2016,Spiny lizard,Sceloporus spp.,,Sceloporus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,x,
int_878,Sanchez 2016,n/a,Scolopendromorpha,,Scolopendromorpha,ITIS,order,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,x,x,x,
int_879,Sanchez 2016,n/a,Scorpionidae,,Scorpionidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Scorpiones,Scorpionidae,x,x,
int_880,Sanchez 2016,n/a,Solanaceae,,Solanaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,x,x,
int_881,Sanchez 2016,n/a,Solifugae,,Solifugae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Solifugae,x,x,x,
int_882,Sanchez 2016,n/a,Stenocereus gummosus,,Stenocereus gummosus,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Caryophyllales,Cactaceae,Stenocereus,Stenocereus gummosus,
int_883,Sanchez 2016,n/a,stenocereus thurberi,,Stenocereus thurberi,ITIS,species,Plantae,Tracheophyta,Magnoliopsida ,Caryophyllales,Cactaceae,Stenocereus,Stenocereus gummosus,
int_642,Sanchez 2016,Tarantula,Theraphosidae,,Theraphosidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Araneae,Theraphosidae,x,x,
int_697,Sanchez 2016,Small-scaled lizard,Usosaurus nigricaudus,,Usosaurus nigricaudus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Urosaurus,Urosaurus nigricaudus,
int_693,Sanchez 2016,Common side-blotched lizard,Uta stanburiana,,Uta stanburiana,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Uta,Uta stansburiana,
int_428,Speir et al. 2021,Manzanita,Arctostaphylos,,Arctostaphylos,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,x,
int_074,Speir et al. 2021,Bird,Aves,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,
int_108,Speir et al. 2021,Bumble bee,Bombus,,Bombus,ITIS,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,
int_457,Speir et al. 2021,Mustard,Brassicaceae,,Brassicaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,x,x,seed
