interaction_id,No,sample_id,sample_type,verbatim_text,ReportedName,reported_percentage,ScientificName,taxon_authority,taxon_rank,life-stage,notes
di_141,M39915,M39915si,small intestine,Chilopoda,Chilopoda,6,,,,,
di_142,M39915,M39915si,small intestine,Chiroptera: hair and teeth,Chiroptera,30,,,,,
di_143,M39915,M39915si,small intestine,Juniperus sp. fruit,Juniperus sp.,1,,,,fruit,
di_144,M39915,M39915c,colon,Tettigoniidae,Tettigoniidae,5,,,,,
di_145,M39915,M39915c,colon,Juniperus sp. fruit,Juniperus sp.,95,,,,fruit,
di_146,M39916,M39916s,stomach,Chilopoda,Chilopoda,95,,,,,
di_147,M39916,M39916s,stomach,Araneida,Araneida,5,,,,,
di_148,M39916,M39916s,stomach,Bassariscus foot and hair,Bassaricus,9.5 cc,,,,,
di_149,M39916,M39916si,small intestine,Chilopoda,Chilopoda,60,,,,,
di_150,M39916,M39916si,small intestine,undet. Insecta,Insecta,40,,,,,
di_151,M39916,M39916si,small intestine,Bassariscus hair and digital parts,Bassaricus,2.5 cc,,,,,
di_152,M39916,M39916c,colon,Chiroptera: hair,Chiroptera,5,,,,,
di_153,M39916,M39916c,colon,Chilopoda,Chilopoda,trace,,,,,
di_154,M39916,M39916c,colon,undet. Insecta,Insecta,trace,,,,,
di_155,M39916,M39916c,colon,Gryllidae,Gryllidae,trace,,,,,
di_156,M39916,M39916c,colon,Juniperus sp. fruit,Juniperus sp.,95,,,,fruit,
di_157,M39917,M39917s,stomach,Tettigoniidae,Tettigoniidae,25,,,,,
di_158,M39917,M39917s,stomach,Gryllus assimilis ,Gryllus assimilis ,5,,,,,
di_159,M39917,M39917s,stomach,Tenebrionidae,Tenebrionidae,5,,,,,
di_160,M39917,M39917s,stomach,Araneida,Araneida,5,,,,,
di_161,M39917,M39917s,stomach,Scorpionida,Scorpionida,5,,,,,
di_162,M39917,M39917s,stomach,Mammalia: Cricetinae hair,Cricetinae,50,,,,,
di_163,M39917,M39917s,stomach,undet. fruit,fruit,5,,,,,
di_164,M39917,M39917s,stomach,cottony material,material,3 cc,,,,,
di_165,M39917,M39917s,stomach,Bassariscus hair,Bassariscus,trace,,,,,
di_166,M39917,M39917si,small intestine,Orthoptera,Orthoptera,trace,,,,,
di_167,M39917,M39917si,small intestine,Tenebrionidae,Tenebrionidae,5,,,,,
di_168,M39917,M39917si,small intestine,Araneida,Araneida,5,,,,,
di_169,M39917,M39917si,small intestine,Scorpionida,Scorpionida,5,,,,,
di_170,M39917,M39917si,small intestine,Mammalia: Cricetinae hair,Cricetinae,85,,,,,
di_171,M39917,M39917si,small intestine,cottony material ,material,trace ,,,,,
di_172,M39917,M39917si,small intestine,woody debris ,debris,3.0 cc,,,,,
di_173,M39917,M39917si,small intestine,Bassariscus hair,Bassariscus,trace ,,,,,
di_174,M39918,M39918s,stomach,woody debris ,debris,trace,,,,,
di_175,M39918,M39918c,colon,Celtis sp. fruit,Celtis sp. ,50,,,,fruit,
di_176,M39918,M39918c,colon,Sigmodon hispidus: digital parts,Sigmodon hispidus,50,,,,,
di_177,M39918,M39918c,colon,Bassaricus hair and digital parts,Bassaricus,present,,,,,
di_178,M39919,M39919s,stomach,woody trap debris,debris,present,,,,,
di_179,M39919,M39919si,small intestine,trap debris,debris,present,,,,,
di_180,M39919,M39919c,colon,Celtis sp.: fruit,Celtis sp.,25,,,,fruit,
di_181,M39919,M39919c,colon,Cricetinae hair,Cricetinae,50,,,,,
di_182,M39920,M39920s,stomach,Aves:Turdus migratorius,Turdus migratorius,100,,,,,
di_183,M39920,M39920s,stomach,Celtis sp. fruit,Celtis sp.,trace,,,,fruit,
di_184,M39920,M39920si,small intestine,Aves:Turdus migratorius,Turdus migratorius,100,,,,,
di_185,M39920,M39920si,small intestine,Celtis sp. fruit,Celtis sp.,trace,,,,fruit,
di_186,M39920,M39920c,colon,Aves:Turdus migratorius,Turdus migratorius,100,,,,,
di_187,M39921,M39921s,stomach,Sylvilagus sp. (hair & bone frags),Sylvilagus sp.,100,,,,,
di_188,M39921,M39921si,small intestine,Sylvilagus sp. (hair & bone frags),Sylvilagus sp.,100,,,,,
di_189,M39921,M39921c,colon,Sylvilagus sp. (hair & bone frags),Sylvilagus sp.,100,,,,,
di_190,M39922,M39922s,stomach,Phalaenidae larvae,Phalaenidae,10,,,,larvae,
di_191,M39922,M39922s,stomach,Juniperus sp. fruit,Juniperus sp.,90,,,,fruit,
di_192,M39922,M39922si,small intestine,Juniperus sp. fruit,Juniperus sp.,100,,,,fruit,
di_193,M39922,M39922c,colon,Juniperus sp. fruit,Juniperus sp. ,95,,,,fruit,
di_194,M39922,M39922c,colon,Sylvilagus sp.:hair,Sylvilagus sp.,5,,,,,
di_195,M39923,M39923s,stomach,trap debris,debris,trace,,,,,
di_196,M39923,M39923si,small intestine,trap debris,debris,trace,,,,,
di_197,M39923,M39923c,colon,"Cricetinae hair, prob. Sigmodon",Cricetinae ,100,,,,,
di_198,M39924,M39924si,small intestine,woody trap debris,debris,1 cc,,,,,
di_199,M39924,M39924c,colon,woody trap debris,debris,0.5 cc,,,,,
di_200,M39925,M39925s,stomach,Tettigoniidae framents,Tettigoniidae,100,,,,,
di_201,M39925,M39925s,stomach,woody debris,debris,part of 2 cc,,,,,
di_202,M39925,M39925s,stomach,Bassariscus hair and digits,Bassariscus,part of 2 cc,,,,,
di_203,M39925,M39925si,small intestine,Tettigoniidae framents,Tettigoniidae,50,,,,,
di_204,M39925,M39925si,small intestine,Juniperus sp.seed,Juniperus sp.,50,,,,seed,
di_205,M39925,M39925si,small intestine,woody debris,debris,1 cc,,,,,
di_206,M39925,M39925c,colon,Juniperus sp. seeds,Juniperus sp.,50,,,,seed,
di_207,M39925,M39925c,colon,Neoconocephalus sp. ,Neoconocephalus sp. ,25,,,,,
di_208,M39925,M39925c,colon,Phalaenidae larva,Phalaenidae,25,,,,larva,
di_209,M39925,M39925c,colon,Coleoptera,Coleoptera,trace,,,,,
di_210,M39925,M39925c,colon,debris,debris,trace,,,,,
di_211,M39926,M39926s,stomach,Passeriformes feathers,Passeriformes,100,,,,,
di_212,M39926,M39926si,small intestine,Passeriformes feathers,Passeriformes,100,,,,,
di_213,M39926,M39926c,colon,Passeriformes feathers,Passeriformes,10,,,,,
di_214,M39926,M39926c,colon,Juniperus sp. fruit,Juniperus sp.,trace,,,,fruit,
di_215,M39927,M39927s,stomach,trap debris,debris,part of 2 cc,,,,,
di_216,M39927,M39927s,stomach,Bassariscus digits,Bassariscus,part of 2 cc,,,,,
di_217,M39927,M39927si,small intestine,Sylvilagus sp.,Sylvilagus sp.,100,,,,,
di_218,M39927,M39927si,small intestine,debris,debris,trace,,,,,
di_219,M39927,M39927c,colon,Sylvilagus sp.,Sylvilagus sp.,100,,,,,
di_220,M39928,M39928s,stomach,Tettigoniidae,Tettigoniidae,100,,,,,
di_221,M39928,M39928c,colon,Tettigoniidae,Tettigoniidae,100,,,,,
di_222,M39928,M39928c,colon,Bassariscus hair,Bassariscus,present,,,,,
di_223,M39929,M39929s,stomach,Neotoma sp. ,Neotoma sp. ,100,,,,,
di_224,M39929,M39929s,stomach,Pesseriformes feather,Pesseriformes,trace,,,,,
di_225,M39929,M39929s,stomach,Celtis sp. fruit,Celtis sp.,trace,,,,fruit,
di_226,M39929,M39929si,small intestine,Neotoma sp. ,Neotoma sp. ,100,,,,,
di_227,M39929,M39929si,small intestine,Celtis sp. fruit,Celtis sp.,trace,,,,,
di_228,M39929,M39929c,colon,Neotoma sp. ,Neotoma sp. ,98,,,,,
di_229,M39929,M39929c,colon,Lacertilia,Lacertilia,2,,,,,
di_230,M39929,M39929c,colon,"Aves feather, much worn",Aves,trace,,,,,
di_231,M39929,M39929c,colon,Celtis sp. fruit,Celtis sp.,trace,,,,,
di_232,M39929,M39929c,colon,Decticinae,Decticinae,trace,,,,,
di_233,M39929,M39929c,colon,Acrididae,Acrididae,trace,,,,,
di_234,M39930,M39930si,small intestine,trap debris,debris,,,,,,
di_235,M39930,M39930si,colon,Celtis sp. fruit,Celtis sp.,100,,,,fruit,
di_236,M39931,M39931s,stomach,woody debris,debris,2 cc,,,,,
di_237,M39931,M39931si,small intestine,Celtis sp. fruit,Celtis sp.,,,,,,
di_238,M39931,M39931si,small intestine,Sigmodon hispidus hair,Sigmodon hispidus ,,,,,,
di_239,M39931,M39931si,small intestine,woody debris,debris,,,,,,
di_240,M39931,M39931c,colon,Celtis sp.,Celtis sp.,,,,,,
di_241,M39931,M39931c,colon,Sigmodon hispidus hair,Sigmodon hispidus ,,,,,,
di_242,M39932,M39932s,stomach,trap debris,debris,part of 0.5 cc,,,,,
di_243,M39932,M39932s,stomach,Bassariscus digital parts,Bassarsicus,part of 0.5 cc,,,,,
di_244,M39932,M39932si,small intestine,trap debris,,part of 0.25 cc,,,,,
di_245,M39932,M39932si,small intestine,Bassariscus digital parts,Bassarsicus,part of 0.25 cc,,,,,
di_246,M39932,M39932c,colon,"trap derbis (sand, wood, etc.)",debris,1 cc,,,,,
di_247,M39932,M39933s,stomach,Mammalia: Cricetinae hair,Cricetinae,25,,,,,
di_248,M39933,M39933s,stomach,Reptilia:Lacertilia scales,Lacertilia,2,,,,,
di_249,M39933,M39933s,stomach,Orthoptera:Neoconocephalus sp.,Neoconocephalus sp. ,6,,,,,
di_250,M39933,M39933s,stomach,Orthoptera:Acrididae,Acrididae,3,,,,,
di_251,M39933,M39933s,stomach,Orthoptera:Gryllus asimilis,Gryllus assimilis,2,,,,,
di_252,M39933,M39933s,stomach,Odonata:Anisoptera,Anisoptera,6,,,,,
di_253,M39933,M39933s,stomach,Hymenoptera,Hymenoptera,6,,,,,
di_254,M39933,M39933s,stomach,Plant mat.: Celtis sp. fruit,Celtis sp.,50,,,,fruit,
di_255,M39933,M39933s,stomach,Bassariscus digital parts,Bassariscus,3 cc,,,,,
di_256,M39933,M39933si,small intestine,Orthoptera:Neoconocephalus sp.,Neoconocephalus sp. ,5,,,,,
di_257,M39933,M39933si,small intestine,Orthoptera:Gryllus asimilis,Gryllus assimilis,5,,,,,
di_258,M39933,M39933si,small intestine,Hymenoptera,Hymenoptera,10,,,,,
di_259,M39933,M39933si,small intestine,Plant mat.: Celtis sp. fruit,Celtis sp.,80,,,,fruit,
di_260,M39933,M39933c,colon,Orthoptera:Tettigoniidae,Tettigoniidae,trace,,,,,
di_261,M39933,M39933c,colon,Orthoptera:Acrididae,Arididae,trace,,,,,
di_262,M39933,M39933c,colon,Hymenoptera,Hymenoptera,trace,,,,,
di_263,M39933,M39933c,colon,Plant mat.: Celtis sp. fruit,Celtis sp.,100,,,,fruit,
di_264,M39933,M39933c,colon,Plant mat:Phoradendron sp. seed,Phoradendron sp.,trace,,,,seed,
di_265,M39933,M39934s,stomach,trap debris,debris,trace,,,,,
di_266,M39934,M39934si,intestine,sand,sand,part of 5 cc,,,,,
di_267,M39934,M39934si,intestine,debris,debris,part of 5 cc,,,,,
di_268,M39934,M39934c,colon,Celtis sp. fruit,Celtis sp. ,90,,,,fruit,
di_269,M39934,M39934c,colon,Feathers: Passeriformes or Piciformes,,10,,,,,
di_270,M39934,M39934c,colon,Acrididae,Acrididae,trace,,,,,
di_271,M39934,M39934c,colon,Coleoptera,Coleoptera,trace,,,,,
di_272,M39934,M39934c,colon,trap debris,debris,3 cc,,,,,
di_273,M39934,M39935s,stomach,Aves feathers:prob. Cyanocetta cristata (det. R.E.S.),Aves,100,,,,,
di_274,M39935,M39935s,stomach,debris,debris,2 cc,,,,,
di_275,M39935,M39935si,small intestine,woody debris,debris,1 cc,,,,,
di_276,M39935,M39935c,colon,Aves feathers:prob. Cyanocetta cristata (det. R.E.S.),Aves,trace,,,,,
di_277,M39935,M39935c,colon,Sylvilagus sp. hair,Sylvilagus sp.,100,,,,,
di_278,M39935,M39935c,colon,woody debris,debris,1 cc,,,,,
di_279,M39935,M39936s,stomach,Mammalia:Sylvilagus sp.,Sylvilagus sp.,100,,,,,
di_280,M39936,M39936s,stomach,Orthoptera,Orthoptera,trace,,,,,
di_281,M39936,M39936si,small intestine,Aves:Passeriformes feathers,Passeriformes,2,,,,,
di_282,M39936,M39936si,small intestine,"Mammalia:bone frags, prob. Sylvilagus sp.",Mammalia,90,,,,,
di_283,M39936,M39936si,small intestine,Arachnida:Araneida,Araneida,2,,,,,
di_284,M39936,M39936si,small intestine,Orthoptera:Rhaphidophorinae,Rhaphidophorinae,2,,,,,
di_285,M39936,M39936si,small intestine,Orthoptera:Acrididae,Acrididae,2,,,,,
di_286,M39936,M39936si,small intestine,Orthoptera:Gryllidae,Gryllidae,2,,,,,
di_287,M39936,M39936si,small intestine,Coleoptera,Coleoptera,trace,,,,,
di_288,M39936,M39936c,colon,Aves:Passeriformes feathers,Passeriformes,2,,,,,
di_289,M39936,M39936c,colon,"Mammalia:Cricetinae hair, bone frags.",Cricetinae,80,,,,,
di_290,M39936,M39936c,colon,Arachnida:Araneida,Araneida,3,,,,,
di_291,M39936,M39936c,colon,Orthoptera:Rhaphidophorinae,Rhaphidophorinae,3,,,,,
di_292,M39936,M39936c,colon,Coleoptera:(Carabidae in colon),Carabidae,2,,,,,
di_293,M39936,M39936c,colon,Plant. Mat.:Celtis sp. fruit,Celtis sp.,10,,,,fruit,
di_294,M39936,M39937s,stomach,Aves:Dendroica palmarum (det. R.E.S.),Dendroica palmarum,100,,,,,
di_295,M39937,M39937si,small intestine,Aves:Dendroica palmarum (det. R.E.S.),Dendroica palmarum,100,,,,,
di_296,M39937,M39937si,small intestine,Bassariscus claws,Bassariscus,trace,,,,,
di_297,M39937,M39937si,small intestine,debris,debris,trace,,,,,
di_298,M39937,M39937c,colon,Aves:Dendroica palmarum (det. R.E.S.),Dendroica palmarum,80,,,,,
di_299,M39937,M39937c,colon,Juniperus sp.,Juniperus sp.,20,,,,,
di_300,M39937,M39937c,colon,Phalaenidae larva,Phalaenidae,trace,,,,larva,
di_301,M39937,M39937c,colon,Bassariscus hair,Bassariscus,trace,,,,,
di_302,M39937,M39938s,stomach,"Bassariscus claws, digital parts, hair",Bassariscus,part of 10 cc,,,,,
di_303,M39938,M39938s,stomach,woody debris,debris,part of 10 cc,,,,,
di_304,M39938,M39938si,small intestine,Bassariscus hair,Bassariscus,trace,,,,,
di_305,M39938,M39938si,small intestine,woody debris,debris,3 cc,,,,,
di_306,M39938,M39938c,colon,woody debris,debris,7 cc,,,,,
di_307,M39938,M39939s,stomach,"Citellus sp. (hair, 1 bone frag.)",Citellus sp.,100,,,,,
di_308,M39939,M39939si,small intestine,"Citellus sp. (hair, 1 bone frag.)",Citellus sp.,100,,,,,
di_309,M39939,M39939si,small intestine,Juniperus sp.,Juniperus sp.,trace,,,,,
di_310,M39939,M39939c,colon,"bone frag., prob Citellus sp.",,2,,,,,
di_311,M39939,M39939c,colon,Juniperus sp.,Juniperus sp.,80,,,,,
di_312,M39939,M39939c,colon,Phalaenidae larvae,Phalaenidae,10,,,,larvae,
di_313,M39939,M39939c,colon,other Insecta (2 species Lepidoptera adults and eggs),Lepidoptera,part of 8%,,,,eggs; adult,
di_314,M39939,M39939c,colon,other Insecta (Tettigonidae),Tettigoniidae,part of 8%,,,,,
di_315,M39939,M39939c,colon,other Insecta (Acrididae),Acrididae,part of 8%,,,,,
di_316,M39939,M39939c,colon,other Insecta (Gryllidae),Gryllidae,part of 8%,,,,,
di_317,M39939,M39939c,colon,other Insecta (Coleoptera),Coleoptera,part of 8%,,,,,
di_318,M39939,M39940s,stomach,Mammalia:Cricetinae hair,Cricetinae,100,,,,,
di_319,M39940,M39940s,stomach,Plant mat.:Celtis sp. seed,Celtis sp.,trace,,,,seed,
di_320,M39940,M39940s,stomach,debris,debris,0.5 cc,,,,,
di_321,M39940,M39940si,small intestine,debris,debris,trace,,,,,
di_322,M39940,M39940c,colon,Mammalia:Leporidae hair,Leporidae,100,,,,,
di_323,M39940,M39940c,colon,debris,debris,0.5 cc,,,,,
di_324,M39940,M39941s,stomach,trap debris,debris,trace,,,,,
di_325,M39941,M39941si,small intestine,trap debris,debris,1 cc ,,,,,
di_326,M39941,M39941c,colon,trap debris,debris,1 cc,,,,,
di_327,M39941,M39942si,small intestine,trap debris,debris,2 cc,,,,,
di_328,M39942,M39942c,colon,Phoradendron sp. fruit,Phoradendron sp.,100,,,,fruit,
di_329,M39942,M39942c,colon,"hair, prob. Bassariscus",,1 cc,,,,,
di_330,M39942,M39943s,stomach,Celtis sp. fruit,Celtis sp.,100,,,,fruit,
di_331,M39943,M39943s,stomach,woody debris,debris,3 cc,,,,,
di_332,M39943,M39943si,small intestine,Celtis sp. fruit,Celtis sp.,100,,,,fruit,
di_333,M39943,M39943si,small intestine,woody debris,debris,2 cc,,,,,
di_334,M39943,M39943c,colon,Celtis sp. fruit,Celtis sp.,100,,,,fruit,
di_335,M39943,M39943c,colon,woody debris,debris,2 cc,,,,,
di_336,M39943,M39944s,stomach,1 Phoradendron sp. seed,Phorandendron sp.,100,,,,seed,
di_337,M39944,M39944si,small intestine,Orthoptera fragments,Orthoptera,100,,,,,
di_338,M39944,M39944si,small intestine,Bassariscus hair,Bassariscus,0.5 cc,,,,,
di_339,M39944,M39944c,colon,Orthoptera fragments,Orthoptera,100,,,,,
di_340,M39944,M39944c,colon,sand,sand,part of 1 cc,,,,,
di_341,M39944,M39944c,colon,debris,debris,part of 1 cc,,,,,
di_342,M39944,M39944c,colon,Bassariscus hair,Bassariscus,part of 1 cc,,,,,
di_343,M39944,M39945s,stomach,Neoconcephalus sp.(Tettigoniidae),Neoconcephalus sp.,100,,,,,
di_344,M39945,M39945s,stomach,Conocephalus sp. (Tettigoniidae),Conocephalus sp.,trace,,,,,
di_345,M39945,M39945s,stomach,Acrididae,Acrididae,trace,,,,,
di_346,M39945,M39945s,stomach,Celtis sp. fruit,Celtis sp.,trace,,,,fruit,
di_347,M39945,M39945s,stomach,Gramineae seeds,Gramineae,trace,,,,seeds,
di_348,M39945,M39945si,small intestine,Tettigoniidae,Tettigoniidae,80,,,,,
di_349,M39945,M39945si,small intestine,Acrididae,Acrididae,20,,,,,
di_350,M39945,M39945si,small intestine,Gramineae seeds,Gramineae,trace,,,,seeds,
di_351,M39945,M39945c,colon,Neoconcephalus sp.,Neoconcephalus sp.,85,,,,,
di_352,M39945,M39945c,colon,Conocephalus sp.,Conocephalus sp.,5,,,,,
di_353,M39945,M39945c,colon,Acrididae,Acrididae,10,,,,,
di_354,M39945,M39945c,colon,Gryllidae,Gryllidae,trace,,,,,
di_355,M39945,M39945c,colon,Coleoptera,Coleoptera,trace,,,,,
di_356,M39945,M39945c,colon,bone:radio-ulna of Salienta,Salientia,trace,,,,,
di_357,M39945,M39945c,colon,Gramineae seeds,Gramineae,trace,,,,seeds,
di_358,M39945,M39945c,colon,Celtis sp.,Celtis sp.,trace,,,,,
di_359,M39945,M39946s,stomach,Bassariscus hair,Bassariscus,part of 5 cc,,,,,
di_360,M39946,M39946s,stomach,woody debris,,part of 5 cc,,,,,
di_361,M39946,M39946si,small intestine,Bassariscus hair,Bassariscus,par of 1 cc,,,,,
di_362,M39946,M39946si,small intestine,,debris,par of 1 cc,,,,,
di_363,M39946,M39946c,colon,Juniperus sp.,Juniperus sp.,90,,,,,
di_364,M39946,M39946c,colon,Phalaenidae larva,Phalaenidae,10,,,,larva,
di_365,M39946,M39946c,colon,Bassariscus hair,Bassariscus,part of 5 cc,,,,,
di_366,M39946,M39946c,colon,debris,debris,part of 5 cc,,,,,
di_367,M39946,M40186s,stomach,Sciurus niger,Sciurus niger,100,,,,,
di_368,M40186,M40186s,stomach,Odiocoileus sp. hair,Odiocoileus sp.,trace,,,,,
di_369,M40186,M40186s,stomach,debris (leaves),debris,0.2 cc,,,,,
di_370,M40186,M40186si,small intestine,1 Juniperus sp. seed,Juniperus,2,,,,seed,
di_371,M40186,M40186si,small intestine,Sciurus niger,Sciurus niger,98,,,,,
di_372,M40186,M40186c,colon,Juniperus,Juniperus,15,,,,,
di_373,M40186,M40186c,colon,Orthoptera: Acrididae,Acrididae,4,,,,,
di_374,M40186,M40186c,colon,Lepidoptera larva,Lepidoptera,3,,,,larva,
di_375,M40186,M40186c,colon,Undet. Insect head,Insect,trace,,,,,
di_376,M40186,M40186c,colon,Scorpionida:Centruridae,Centuridae,6,,,,,
di_377,M40186,M40186c,colon,Chilopoda:Scolopendridae,Scolopendridae,2,,,,,
di_378,M40186,M40186c,colon,Sciurus niger (bones & hair),Sciurus niger,35,,,,,
di_379,M40186,M40186c,colon,Odiocoileus virginianus hair,Odiocoileus virginianus,35,,,,,
di_380,M40186,M40187s,stomach,Veg. debris,debris,2.0 cc,,,,,
di_381,M40187,M40187si,small intestine,Celtis sp.(skin),Celtis sp.,100,,,,,
di_382,M40187,M40187si,small intestine,Veg. debris,debris,4.1 cc,,,,,
di_383,M40187,M40188s,stomach,Foot and hair of self,self,1.6 cc,,,,,
di_384,M40188,M40188s,stomach,trap debris,debris,0.2 cc,,,,,
di_385,M40188,M40188si,small intestine,Foot and hair of self,self,2.1 cc,,,,,
di_386,M40188,M40188si,small intestine,trap debris,debris,0.6 cc,,,,,
di_387,M40188,M40188c,colon,Opuntia sp. seed,Opuntia sp.,trace,,,,seed,
di_388,M40188,M40188c,colon,Neotoma sp. hair,Neotoma sp.,100,,,,,
di_389,M40188,M40188c,colon,bone & claws of self,self,50,,,,,
di_390,M40188,M40188c,colon,debris,debris,50,,,,,
di_391,M40188,M40189s,stomach,"Sylvilagus sp. hair, bone, & fecal material",Sylvilagus sp.,100,,,,,
di_392,M40189,M40189si,small intestine,Chilopoda sp. ,Chilopoda sp. ,2,,,,,
di_393,M40189,M40189si,small intestine,hair & bone of Slyvilagus sp.,Sylvilagus sp.,98,,,,,
di_394,M40189,M40189c,colon,Phoradendron sp. ,Phoradendron sp. ,40,,,,,
di_395,M40189,M40189c,colon,"Orthoptera, Gryllacrididae: Ceuthopholus sp.",Ceuthopholus sp. ,trace,,,,,
di_396,M40189,M40189c,colon,"Orthoptera, Gryllidae: Gryllus assimilis",Gryllus assimilis,3,,,,,
di_397,M40189,M40189c,colon,"Orthoptera, Acrididae: Acridinae",Acridinae,4,,,,,
di_398,M40189,M40189c,colon,"Orthoptera, Acrididae: Oedopodinae",Oedopodinae,2,,,,,
di_399,M40189,M40189c,colon,Orthoptera: Acrididae,Acrididae,3,,,,,
di_400,M40189,M40189c,colon,Undet. Arthropod fragments,Arthropod,5,,,,,
di_401,M40189,M40189c,colon,"Hemiptera, Coreidae: Chelinidea vittiger",Chelinidea vittiger,3,,,,,
di_402,M40189,M40189c,colon,"Hymoptera, Formicidae: Eciton sp.",Eciton sp.,trace,,,,,
di_403,M40189,M40189c,colon,Chilopoda sp.,Chilopoda sp.,trace,,,,,
di_404,M40189,M40189c,colon,Sylvilagus sp. (hair & bones),Sylvilagus sp.,40,,,,,
di_405,M40189,M40190s,stomach,Celtis sp.,Celtis sp.,28,,,,,
di_406,M40190,M40190s,stomach,Odonata: Libellulidae: Libellulinae,Libellulinae,2,,,,,
di_407,M40190,M40190s,stomach,"Hymenoptera, Vespidae: Polistes sp.",Polistes sp.,trace,,,,,
di_408,M40190,M40190s,stomach,Small Passerine bird,Passerine,70,,,,,
di_409,M40190,M40190s,stomach,Sylvilagus sp. hair,Sylvilagus sp.,trace,,,,,
di_410,M40190,M40190si,small intestine,Celtis sp.,Celtis sp.,65,,,,,
di_411,M40190,M40190si,small intestine,"Hymenoptera, Vespidae: Polistes sp.",Polistes sp.,1,,,,,
di_412,M40190,M40190si,small intestine,Small Passerine bird,Passerine,34,,,,,
di_413,M40190,M40190si,small intestine,undetermined hairs,,trace,,,,,
di_414,M40190,M40190si,small intestine,hair of self,self,trace,Mammalia,,,,
di_415,M40190,M40190c,colon,Celtis sp.,Celtis sp.,80,,,,,
di_416,M40190,M40190c,colon,Small Passerine bird,Passerine,20,,,,,
di_417,M40190,M40191s,stomach,hair of self,self,0.8 cc,,,,,
di_418,M40191,M40191s,stomach,Veg. debris,debris,1.2 cc,,,,,
di_419,M40191,M40191si,small intestine,Celtis sp. skin,Celtis sp.,50,,,,,
di_420,M40191,M40191si,small intestine,Phoradendron sp. (seeds),Phoradendron sp.,50,,,,seeds,
di_421,M40191,M40191c,colon,Phoradendron sp.,Phoradendron sp.,100,,,,,
di_422,M40191,M40192s,stomach,Celtis sp. (skin),Celtis sp.,100,,,,,
di_423,M40192,M40192s,stomach,hair of self,self,trace,,,,,
di_424,M40192,M40192s,stomach,Veg. debris,debris,0.1 cc,,,,,
di_425,M40192,M40192si,small intestine,hair & flesh of self,self,0.9 cc,,,,,
di_426,M40192,M40192si,small intestine,Veg. debris,debris,trace,,,,,
di_427,M40192,M40192c,colon,Celtis sp. (skin),Celtis sp.,100,,,,,
di_428,M40192,M40192c,colon,"hair, claws & bones of self",self,1.2 cc,,,,,
di_429,M40192,M40192c,colon,Veg. debris,debris,trace,,,,,
di_430,M40192,M40193si,small intestine,Phoradendron sp.,Phoradendron sp.,98,,,,,
di_431,M40193,M40193si,small intestine,"Orthoptera, Acrididae: Acridinae",Acridinae,2,,,,,
di_432,M40193,M40193si,small intestine,"Hymenoptera, Formicidae",Formicidae,trace,,,,,
di_433,M40193,M40193si,small intestine,Veg. debris,debris,5.8 cc,,,,,
di_434,M40193,M40193c,colon,Phoradendron sp.,Phoradendron sp.,25,,,,,
di_435,M40193,M40193c,colon,Opuntia sp.,Opuntia sp.,15,,,,,
di_436,M40193,M40193c,colon,"Orthoptera, Acrididae: Cyrtacanthacrinae",Cyrtacanthacinae,2,,,,,
di_437,M40193,M40193c,colon,Lepidoptera larvae,Lepidoptera,trace,,,,larva,
di_438,M40193,M40193c,colon,Coleoptera: Carabidae,Carbidae,trace,,,,,
di_439,M40193,M40193c,colon,Diplopoda,Diplopoda,trace,,,,,
di_440,M40193,M40193c,colon,"Feathers, jaws of passerine bird",Passerine,58,,,,,
di_441,M40193,M40193c,colon,Veg. debris,debris,1.6 cc,,,,,
di_442,M40193,M40194s,stomach,Aphelocoma sp. (Corvidae),Aphelocoma sp.,50,,,,,
di_443,M40194,M40194s,stomach,Sciurus niger,Sciurus niger,50,,,,,
di_444,M40194,M40194si,small intestine,Aphelocoma sp. (Corvidae),Aphelocoma sp.,10,,,,,
di_445,M40194,M40194si,small intestine,Sciurus niger,Sciurus niger,80,,,,,
di_446,M40194,M40194si,small intestine,Perognathus sp.,Perognathus sp.,10,,,,,
di_447,M40194,M40194si,small intestine,debris,debris,trace,,,,,
di_448,M40194,M40194c,colon,Undet. fruit skin,fruit,trace,,,,fruit,
di_449,M40194,M40194c,colon,"Hymenoptera, Formicidae: Eciton sp.",Eciton sp.,trace,,,,,
di_450,M40194,M40194c,colon,Aphelocoma sp. (Corvidae),Aphelocoma sp.,10,,,,,
di_451,M40194,M40194c,colon,Sciurus niger,Sciurus niger,45,,,,,
di_452,M40194,M40194c,colon,Perognathus sp.,Perognathus sp.,45,,,,,
di_453,M40194,M40194c,colon,Odocoileus sp.,Odocoileus sp.,trace,,,,,
di_454,M40194,M40195si,small intestine,Sylvaligus sp.,Sylvaligus sp.,trace,,,,,
di_455,M40195,M40195si,small intestine,Odocoileus sp.,Odocoileus sp.,trace,,,,,
di_456,M40195,M40195si,small intestine,Animal debris (May be own flesh),animal,0.9,,,,,
di_457,M40195,M40195si,small intestine,hair of self,self,trace,,,,,
di_458,M40195,M40195c,colon,Phoradendron sp.,Phoradendron sp.,100,,,,,
di_459,M40195,M40195c,colon,Rhus copallina,Rhus copallina,trace,,,,,
di_460,M40195,M40195c,colon,Cactus needles (prob. debris),cactus,trace,,,,,
di_461,M40195,M40196s,stomach,Leporidae hair,,trace,,,,,
di_462,M40196,M40196s,stomach,hair like plant fiber,plant,trace,,,,,
